id,datahora,velocidade,sentido,id_type,id_radar
65,10/2/2019 8:31:24 AM,49,1,2,1
66,10/2/2019 8:31:25 AM,46,1,4,1
66,10/2/2019 8:31:25 AM,46,1,4,1
67,10/2/2019 8:31:26 AM,47,1,2,1
67,10/2/2019 8:31:26 AM,47,1,2,1
69,10/2/2019 8:31:28 AM,46,1,2,1
69,10/2/2019 8:31:28 AM,46,1,2,1
71,10/2/2019 8:31:31 AM,52,1,4,1
71,10/2/2019 8:31:31 AM,53,1,4,1
70,10/2/2019 8:31:33 AM,-48,0,2,1
70,10/2/2019 8:31:33 AM,-48,0,2,1
68,10/2/2019 8:31:36 AM,-55,0,3,1
74,10/2/2019 8:31:43 AM,43,1,2,1
74,10/2/2019 8:31:43 AM,43,1,2,1
75,10/2/2019 8:31:53 AM,75,1,4,1
75,10/2/2019 8:31:53 AM,75,1,4,1
76,10/2/2019 8:32:05 AM,-61,0,2,1
77,10/2/2019 8:32:06 AM,58,1,2,1
77,10/2/2019 8:32:06 AM,58,1,2,1
78,10/2/2019 8:32:07 AM,58,1,4,1
78,10/2/2019 8:32:07 AM,58,1,4,1
79,10/2/2019 8:32:34 AM,68,1,2,1
79,10/2/2019 8:32:34 AM,68,1,2,1
80,10/2/2019 8:32:39 AM,-61,0,2,1
82,10/2/2019 8:32:42 AM,62,1,2,1
82,10/2/2019 8:32:42 AM,62,1,2,1
81,10/2/2019 8:32:42 AM,-65,0,2,1
83,10/2/2019 8:32:48 AM,74,1,4,1
83,10/2/2019 8:32:48 AM,74,1,4,1
84,10/2/2019 8:33:06 AM,-50,0,2,1
86,10/2/2019 8:33:18 AM,64,1,2,1
86,10/2/2019 8:33:18 AM,64,1,2,1
85,10/2/2019 8:33:18 AM,-63,0,2,1
87,10/2/2019 8:33:19 AM,66,1,2,1
87,10/2/2019 8:33:19 AM,66,1,2,1
88,10/2/2019 8:33:22 AM,63,1,2,1
88,10/2/2019 8:33:22 AM,62,1,2,1
91,10/2/2019 8:33:28 AM,72,1,2,1
91,10/2/2019 8:33:28 AM,72,1,2,1
93,10/2/2019 8:33:30 AM,71,1,2,1
93,10/2/2019 8:33:30 AM,71,1,2,1
98,10/2/2019 8:34:13 AM,-36,0,2,1
103,10/2/2019 8:34:23 AM,56,1,2,1
103,10/2/2019 8:34:23 AM,56,1,2,1
104,10/2/2019 8:34:24 AM,58,1,2,1
104,10/2/2019 8:34:24 AM,58,1,2,1
105,10/2/2019 8:34:26 AM,-57,0,2,1
107,10/2/2019 8:34:28 AM,58,1,3,1
107,10/2/2019 8:34:29 AM,57,1,3,1
106,10/2/2019 8:34:30 AM,-50,0,2,1
111,10/2/2019 8:34:36 AM,65,1,2,1
111,10/2/2019 8:34:36 AM,65,1,2,1
112,10/2/2019 8:34:39 AM,-59,0,2,1
108,10/2/2019 8:34:44 AM,7,1,2,1
108,10/2/2019 8:34:44 AM,7,1,2,1
113,10/2/2019 8:34:44 AM,-62,0,2,1
117,10/2/2019 8:35:09 AM,-55,0,2,1
117,10/2/2019 8:35:09 AM,-55,0,2,1
118,10/2/2019 8:35:19 AM,50,1,2,1
118,10/2/2019 8:35:19 AM,50,1,2,1
120,10/2/2019 8:35:29 AM,91,1,2,1
120,10/2/2019 8:35:29 AM,91,1,2,1
119,10/2/2019 8:35:30 AM,-66,0,2,1
122,10/2/2019 8:35:33 AM,-62,0,2,1
121,10/2/2019 8:35:33 AM,87,1,2,1
121,10/2/2019 8:35:34 AM,85,1,2,1
123,10/2/2019 8:35:42 AM,-59,0,2,1
124,10/2/2019 8:35:56 AM,-64,0,2,1
125,10/2/2019 8:35:58 AM,47,1,2,1
125,10/2/2019 8:35:58 AM,47,1,2,1
126,10/2/2019 8:35:59 AM,-66,0,2,1
127,10/2/2019 8:36:17 AM,66,1,2,1
127,10/2/2019 8:36:17 AM,66,1,2,1
128,10/2/2019 8:36:36 AM,55,1,2,1
128,10/2/2019 8:36:36 AM,55,1,2,1
129,10/2/2019 8:36:37 AM,58,1,2,1
129,10/2/2019 8:36:37 AM,58,1,2,1
130,10/2/2019 8:36:54 AM,56,1,4,1
130,10/2/2019 8:36:54 AM,56,1,4,1
131,10/2/2019 8:36:56 AM,58,1,2,1
131,10/2/2019 8:36:56 AM,58,1,2,1
132,10/2/2019 8:37:06 AM,60,1,2,1
132,10/2/2019 8:37:06 AM,60,1,2,1
133,10/2/2019 8:37:07 AM,59,1,2,1
133,10/2/2019 8:37:07 AM,59,1,2,1
134,10/2/2019 8:37:20 AM,61,1,2,1
134,10/2/2019 8:37:20 AM,61,1,2,1
135,10/2/2019 8:37:23 AM,53,1,2,1
135,10/2/2019 8:37:23 AM,53,1,2,1
136,10/2/2019 8:37:24 AM,55,1,4,1
136,10/2/2019 8:37:24 AM,53,1,4,1
138,10/2/2019 8:37:26 AM,59,1,4,1
138,10/2/2019 8:37:26 AM,59,1,4,1
137,10/2/2019 8:37:29 AM,-60,0,2,1
141,10/2/2019 8:37:31 AM,60,1,4,1
141,10/2/2019 8:37:31 AM,60,1,4,1
139,10/2/2019 8:37:32 AM,-52,0,3,1
139,10/2/2019 8:37:32 AM,-52,0,3,1
144,10/2/2019 8:37:51 AM,66,1,2,1
144,10/2/2019 8:37:51 AM,66,1,2,1
143,10/2/2019 8:37:53 AM,-53,0,2,1
142,10/2/2019 8:37:55 AM,-56,0,2,1
142,10/2/2019 8:37:55 AM,-56,0,2,1
145,10/2/2019 8:37:57 AM,-59,0,2,1
145,10/2/2019 8:37:57 AM,-59,0,2,1
147,10/2/2019 8:38:14 AM,41,1,2,1
147,10/2/2019 8:38:14 AM,41,1,2,1
148,10/2/2019 8:38:18 AM,-71,0,2,1
149,10/2/2019 8:38:30 AM,-60,0,2,1
153,10/2/2019 8:38:33 AM,53,1,2,1
153,10/2/2019 8:38:33 AM,53,1,2,1
154,10/2/2019 8:38:50 AM,56,1,2,1
154,10/2/2019 8:38:50 AM,56,1,2,1
155,10/2/2019 8:38:52 AM,65,1,2,1
155,10/2/2019 8:38:52 AM,65,1,2,1
156,10/2/2019 8:39:02 AM,-57,0,2,1
157,10/2/2019 8:39:06 AM,-59,0,3,1
157,10/2/2019 8:39:06 AM,-59,0,3,1
158,10/2/2019 8:39:30 AM,-57,0,2,1
160,10/2/2019 8:39:31 AM,60,1,2,1
160,10/2/2019 8:39:31 AM,60,1,2,1
162,10/2/2019 8:39:33 AM,58,1,2,1
162,10/2/2019 8:39:33 AM,58,1,2,1
163,10/2/2019 8:39:36 AM,61,1,2,1
163,10/2/2019 8:39:36 AM,61,1,2,1
164,10/2/2019 8:39:37 AM,59,1,2,1
164,10/2/2019 8:39:37 AM,59,1,2,1
165,10/2/2019 8:39:39 AM,63,1,2,1
165,10/2/2019 8:39:39 AM,64,1,4,1
166,10/2/2019 8:39:40 AM,65,1,2,1
166,10/2/2019 8:39:40 AM,65,1,2,1
168,10/2/2019 8:39:45 AM,-55,0,2,1
170,10/2/2019 8:39:51 AM,53,1,2,1
170,10/2/2019 8:39:51 AM,53,1,2,1
171,10/2/2019 8:39:52 AM,57,1,2,1
171,10/2/2019 8:39:52 AM,57,1,2,1
169,10/2/2019 8:39:52 AM,-51,0,2,1
173,10/2/2019 8:40:02 AM,-56,0,2,1
174,10/2/2019 8:40:03 AM,60,1,2,1
174,10/2/2019 8:40:03 AM,60,1,2,1
175,10/2/2019 8:40:04 AM,64,1,2,1
175,10/2/2019 8:40:04 AM,64,1,2,1
176,10/2/2019 8:40:07 AM,59,1,2,1
176,10/2/2019 8:40:07 AM,59,1,2,1
177,10/2/2019 8:40:31 AM,-58,0,2,1
178,10/2/2019 8:40:39 AM,55,1,4,1
178,10/2/2019 8:40:39 AM,55,1,4,1
179,10/2/2019 8:40:44 AM,53,1,4,1
179,10/2/2019 8:40:44 AM,53,1,4,1
180,10/2/2019 8:40:45 AM,57,1,2,1
180,10/2/2019 8:40:45 AM,57,1,2,1
181,10/2/2019 8:40:46 AM,59,1,2,1
181,10/2/2019 8:40:46 AM,59,1,2,1
182,10/2/2019 8:40:49 AM,52,1,2,1
182,10/2/2019 8:40:49 AM,52,1,2,1
183,10/2/2019 8:40:51 AM,51,1,2,1
183,10/2/2019 8:40:51 AM,51,1,2,1
184,10/2/2019 8:40:53 AM,54,1,2,1
184,10/2/2019 8:40:53 AM,54,1,2,1
186,10/2/2019 8:40:57 AM,57,1,2,1
186,10/2/2019 8:40:57 AM,57,1,2,1
187,10/2/2019 8:41:00 AM,66,1,2,1
187,10/2/2019 8:41:00 AM,66,1,2,1
188,10/2/2019 8:41:17 AM,-55,0,2,1
190,10/2/2019 8:41:30 AM,-80,0,3,1
192,10/2/2019 8:41:33 AM,73,1,2,1
192,10/2/2019 8:41:33 AM,73,1,2,1
191,10/2/2019 8:41:33 AM,-62,0,2,1
193,10/2/2019 8:41:42 AM,-56,0,2,1
194,10/2/2019 8:41:44 AM,57,1,2,1
194,10/2/2019 8:41:44 AM,57,1,2,1
195,10/2/2019 8:41:58 AM,-53,0,2,1
196,10/2/2019 8:42:01 AM,-58,0,2,1
197,10/2/2019 8:42:24 AM,-58,0,2,1
198,10/2/2019 8:42:25 AM,55,1,2,1
198,10/2/2019 8:42:25 AM,55,1,2,1
199,10/2/2019 8:42:27 AM,61,1,2,1
199,10/2/2019 8:42:28 AM,60,1,2,1
200,10/2/2019 8:42:39 AM,-45,0,2,1
200,10/2/2019 8:42:39 AM,-45,0,2,1
201,10/2/2019 8:42:41 AM,-46,0,2,1
202,10/2/2019 8:42:47 AM,-65,0,2,1
203,10/2/2019 8:43:06 AM,-55,0,2,1
204,10/2/2019 8:43:09 AM,-57,0,2,1
205,10/2/2019 8:43:09 AM,51,1,2,1
205,10/2/2019 8:43:09 AM,51,1,2,1
206,10/2/2019 8:43:11 AM,51,1,2,1
206,10/2/2019 8:43:11 AM,51,1,2,1
207,10/2/2019 8:43:14 AM,54,1,2,1
207,10/2/2019 8:43:14 AM,54,1,2,1
208,10/2/2019 8:43:15 AM,51,1,4,1
208,10/2/2019 8:43:15 AM,51,1,4,1
210,10/2/2019 8:43:28 AM,-51,0,2,1
211,10/2/2019 8:43:30 AM,-51,0,2,1
212,10/2/2019 8:43:35 AM,-53,0,2,1
213,10/2/2019 8:43:42 AM,49,1,4,1
213,10/2/2019 8:43:42 AM,49,1,4,1
215,10/2/2019 8:43:54 AM,-60,0,2,1
216,10/2/2019 8:44:04 AM,-55,0,2,1
217,10/2/2019 8:44:05 AM,54,1,2,1
217,10/2/2019 8:44:05 AM,54,1,2,1
214,10/2/2019 8:44:11 AM,-12,0,2,1
218,10/2/2019 8:44:20 AM,-63,0,2,1
219,10/2/2019 8:44:21 AM,56,1,4,1
219,10/2/2019 8:44:21 AM,56,1,4,1
220,10/2/2019 8:44:23 AM,54,1,2,1
220,10/2/2019 8:44:23 AM,54,1,2,1
221,10/2/2019 8:44:26 AM,51,1,2,1
221,10/2/2019 8:44:26 AM,51,1,2,1
222,10/2/2019 8:44:50 AM,-80,0,2,1
223,10/2/2019 8:44:58 AM,68,1,4,1
223,10/2/2019 8:44:58 AM,68,1,4,1
224,10/2/2019 8:45:08 AM,79,1,2,1
224,10/2/2019 8:45:08 AM,79,1,2,1
225,10/2/2019 8:45:13 AM,-50,0,2,1
226,10/2/2019 8:45:18 AM,-48,0,2,1
227,10/2/2019 8:45:40 AM,-54,0,2,1
229,10/2/2019 8:45:47 AM,60,1,4,1
229,10/2/2019 8:45:47 AM,60,1,4,1
230,10/2/2019 8:45:49 AM,62,1,2,1
230,10/2/2019 8:45:49 AM,62,1,2,1
231,10/2/2019 8:45:59 AM,-71,0,2,1
232,10/2/2019 8:46:33 AM,46,1,2,1
232,10/2/2019 8:46:33 AM,46,1,2,1
234,10/2/2019 8:46:51 AM,-60,0,2,1
234,10/2/2019 8:46:51 AM,-60,0,2,1
236,10/2/2019 8:47:07 AM,-58,0,2,1
237,10/2/2019 8:47:10 AM,42,1,2,1
237,10/2/2019 8:47:10 AM,42,1,2,1
238,10/2/2019 8:47:10 AM,-63,0,2,1
239,10/2/2019 8:47:15 AM,48,1,4,1
239,10/2/2019 8:47:15 AM,48,1,4,1
240,10/2/2019 8:47:18 AM,-57,0,2,1
242,10/2/2019 8:47:42 AM,53,1,2,1
242,10/2/2019 8:47:43 AM,53,1,2,1
243,10/2/2019 8:47:43 AM,53,1,2,1
243,10/2/2019 8:47:43 AM,53,1,2,1
241,10/2/2019 8:47:45 AM,-54,0,2,1
244,10/2/2019 8:48:14 AM,71,1,2,1
244,10/2/2019 8:48:14 AM,71,1,2,1
245,10/2/2019 8:48:16 AM,71,1,4,1
245,10/2/2019 8:48:16 AM,71,1,4,1
246,10/2/2019 8:48:31 AM,-59,0,2,1
247,10/2/2019 8:48:48 AM,49,1,4,1
247,10/2/2019 8:48:48 AM,49,1,4,1
248,10/2/2019 8:48:52 AM,-47,0,2,1
253,10/2/2019 8:48:56 AM,-45,0,2,1
253,10/2/2019 8:48:56 AM,-45,0,2,1
254,10/2/2019 8:49:02 AM,-39,0,2,1
1,10/2/2019 8:49:08 AM,44,1,4,1
1,10/2/2019 8:49:08 AM,44,1,4,1
2,10/2/2019 8:49:15 AM,-58,0,2,1
4,10/2/2019 8:49:32 AM,47,1,2,1
4,10/2/2019 8:49:32 AM,47,1,2,1
5,10/2/2019 8:49:33 AM,49,1,2,1
5,10/2/2019 8:49:33 AM,49,1,2,1
6,10/2/2019 8:49:36 AM,48,1,2,1
6,10/2/2019 8:49:36 AM,48,1,2,1
7,10/2/2019 8:49:38 AM,50,1,2,1
7,10/2/2019 8:49:38 AM,50,1,2,1
9,10/2/2019 8:49:43 AM,53,1,2,1
9,10/2/2019 8:49:43 AM,53,1,2,1
11,10/2/2019 8:49:46 AM,50,1,2,1
11,10/2/2019 8:49:46 AM,50,1,2,1
12,10/2/2019 8:49:49 AM,-66,0,2,1
13,10/2/2019 8:50:02 AM,67,1,2,1
13,10/2/2019 8:50:02 AM,66,1,2,1
14,10/2/2019 8:50:14 AM,52,1,2,1
14,10/2/2019 8:50:14 AM,52,1,2,1
15,10/2/2019 8:50:19 AM,59,1,2,1
15,10/2/2019 8:50:19 AM,59,1,2,1
16,10/2/2019 8:50:21 AM,60,1,2,1
16,10/2/2019 8:50:21 AM,60,1,2,1
17,10/2/2019 8:50:23 AM,59,1,2,1
17,10/2/2019 8:50:23 AM,59,1,2,1
18,10/2/2019 8:50:52 AM,-74,0,2,1
19,10/2/2019 8:50:56 AM,63,1,2,1
19,10/2/2019 8:50:56 AM,63,1,2,1
20,10/2/2019 8:51:09 AM,-58,0,2,1
23,10/2/2019 8:51:16 AM,-60,0,2,1
24,10/2/2019 8:51:35 AM,48,1,2,1
24,10/2/2019 8:51:35 AM,48,1,2,1
25,10/2/2019 8:51:43 AM,65,1,4,1
25,10/2/2019 8:51:43 AM,65,1,4,1
26,10/2/2019 8:51:50 AM,-55,0,3,1
26,10/2/2019 8:51:50 AM,-55,0,3,1
27,10/2/2019 8:52:33 AM,58,1,2,1
27,10/2/2019 8:52:33 AM,58,1,2,1
28,10/2/2019 8:52:43 AM,-66,0,2,1
29,10/2/2019 8:53:00 AM,77,1,2,1
29,10/2/2019 8:53:00 AM,77,1,2,1
30,10/2/2019 8:53:06 AM,-51,0,2,1
31,10/2/2019 8:53:25 AM,-58,0,2,1
33,10/2/2019 8:53:29 AM,36,1,2,1
33,10/2/2019 8:53:30 AM,37,1,2,1
35,10/2/2019 8:53:40 AM,60,1,2,1
35,10/2/2019 8:53:40 AM,60,1,2,1
34,10/2/2019 8:53:42 AM,-51,0,2,1
36,10/2/2019 8:54:01 AM,57,1,2,1
36,10/2/2019 8:54:01 AM,57,1,2,1
37,10/2/2019 8:54:05 AM,56,1,2,1
37,10/2/2019 8:54:05 AM,56,1,2,1
38,10/2/2019 8:54:07 AM,62,1,2,1
38,10/2/2019 8:54:07 AM,62,1,2,1
39,10/2/2019 8:54:24 AM,-52,0,2,1
43,10/2/2019 8:54:45 AM,34,1,2,1
43,10/2/2019 8:54:45 AM,34,1,2,1
44,10/2/2019 8:54:55 AM,40,1,2,1
44,10/2/2019 8:54:55 AM,40,1,2,1
45,10/2/2019 8:54:56 AM,46,1,2,1
45,10/2/2019 8:54:56 AM,46,1,2,1
47,10/2/2019 8:55:09 AM,69,1,2,1
47,10/2/2019 8:55:09 AM,69,1,2,1
46,10/2/2019 8:55:10 AM,-51,0,2,1
48,10/2/2019 8:55:15 AM,65,1,4,1
48,10/2/2019 8:55:15 AM,65,1,4,1
50,10/2/2019 8:55:33 AM,-54,0,2,1
50,10/2/2019 8:55:33 AM,-54,0,2,1
51,10/2/2019 8:55:46 AM,26,1,2,1
51,10/2/2019 8:55:46 AM,26,1,2,1
52,10/2/2019 8:55:47 AM,26,1,2,1
52,10/2/2019 8:55:47 AM,26,1,2,1
53,10/2/2019 8:55:54 AM,49,1,2,1
53,10/2/2019 8:55:54 AM,49,1,2,1
54,10/2/2019 8:55:56 AM,46,1,2,1
54,10/2/2019 8:55:56 AM,46,1,2,1
55,10/2/2019 8:56:00 AM,-56,0,2,1
58,10/2/2019 8:56:03 AM,-50,0,2,1
60,10/2/2019 8:56:33 AM,-41,0,3,1
60,10/2/2019 8:56:33 AM,-41,0,3,1
62,10/2/2019 8:56:46 AM,66,1,4,1
62,10/2/2019 8:56:46 AM,66,1,4,1
61,10/2/2019 8:56:49 AM,-50,0,2,1
65,10/2/2019 8:57:00 AM,63,1,2,1
65,10/2/2019 8:57:00 AM,63,1,2,1
66,10/2/2019 8:57:10 AM,-58,0,2,1
68,10/2/2019 8:57:12 AM,-56,0,2,1
68,10/2/2019 8:57:12 AM,-56,0,2,1
69,10/2/2019 8:57:33 AM,55,1,2,1
69,10/2/2019 8:57:33 AM,55,1,2,1
70,10/2/2019 8:57:47 AM,-64,0,2,1
71,10/2/2019 8:58:06 AM,45,1,2,1
71,10/2/2019 8:58:06 AM,45,1,2,1
72,10/2/2019 8:58:11 AM,-57,0,2,1
73,10/2/2019 8:58:18 AM,59,1,4,1
73,10/2/2019 8:58:18 AM,59,1,4,1
74,10/2/2019 8:58:32 AM,53,1,2,1
74,10/2/2019 8:58:32 AM,53,1,2,1
76,10/2/2019 8:58:34 AM,55,1,4,1
76,10/2/2019 8:58:34 AM,55,1,4,1
77,10/2/2019 8:58:35 AM,58,1,2,1
77,10/2/2019 8:58:35 AM,58,1,2,1
